Category,Product,Unit,Price,Slash Price,Savings,Percent savings,Unit Cost,Details Link,Start URL
Beverages,137 Almond Milk with Avocado Flavor 1L,1 liter,22.00,,,,,"<a href=""https://jgut.jayagrocer.com/products/137-almond-milk-with-avocado-flavor-1l?variant=44739826516129"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,137 Macadamia Milk 1L,1 liter,23.70,,,,,"<a href=""https://jgut.jayagrocer.com/products/137-macadamia-milk-1l?variant=44739826548897"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,137 Pistachio Milk Double Belgian Chocolate 1L,1 liter,23.70,,,,,"<a href=""https://jgut.jayagrocer.com/products/137-pistachio-milk-double-belgian-chocolate-1l?variant=44739825795233"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,7up 1.5L,1.5 liter,2.99,4.20,1.21,28.80,,"<a href=""https://jgut.jayagrocer.com/products/7-up-carbonated-drink-1-5l?variant=44713515843745"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,7up 500ml,500 ml,2.40,,,,,"<a href=""https://jgut.jayagrocer.com/products/7up-beverage-bottle-500ml-1?variant=44713515974817"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,7up Can 320ml,320 ml,1.85,,,,,"<a href=""https://jgut.jayagrocer.com/products/7-up-320ml-1?variant=40939270733985"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,7up Zero Sugar 1.5L,1.5 liter,2.99,3.90,0.91,23.30,,"<a href=""https://jgut.jayagrocer.com/products/7-up-free-1-5l?variant=42689852178593"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,7up Zero Sugar Can 320ml,320 ml,1.90,,,,,"<a href=""https://jgut.jayagrocer.com/products/7-up-free-can-320ml?variant=42689852309665"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,A&W Sarsaparilla 500ml,500 ml,2.40,,,,,"<a href=""https://jgut.jayagrocer.com/products/a-w-sarsaparilla-500ml-1?variant=40940006506657"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,A&W Sarsaparilla Carbonated Drink 320ml,320 ml,2.20,,,,,"<a href=""https://jgut.jayagrocer.com/products/a-w-sarsaparilla-carbonated-drink-320ml-1?variant=40940006310049"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
